File,ESTC ID,Title,Author,Printer,Location,City,Subject,Notes,Misc.,Category,Genre,Genre Category
DB MI Categories.csv,T162135,"A catalogue of all the genuine houshold furniture, china, &c. of Mrs. Pringle ... which will be sold by auction, by Mr. Christie ... on Friday, June 7, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162156,"A catalogue of all the genuine and valuable stock in trade, with a few lots of houshold furniture of Mr. Auchincloss ... will be sold by auction ... by Mr. Christie, on Friday, December 20, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162162,"A catalogue of all the genuine houshold furniture, all the live and dead stock of a farm ... which will be sold by auction by Mr. Christie ... on Wednesday, December 11, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162197,"A catalogue of all the genuine and neat household furniture and other effects of - Crofts, ... which will be sold by auction by Mr. Christie ... on Thursday the 28th instant February, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162218,"A catalogue of all the genuine and neat household furniture ... of a gentleman, (retiring into the country) ... which will be sold by auction, by Mr. Christie ... on Monday, the 15th of April, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162274,"A catalogue of a valuable collection of prints, books of prints, and coloured drawings ... of Samuel More, ... which will be sold by auction, by Mr. Christie ... on Wednesday and Thursday, the 29th and 30th of May, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162321,"The complete horse-doctor; or, farriery made plain and easy. Explaining The best Methods of Curing the several Diseases to which Horses are subject: Together with a succinct Account of all the Various Symptoms of their approaching Disorders also Th","Thompson, J.",J. Cooke,"at Shakespeare's Head, in Pater-Noster Row",L,Horses -- Diseases -- Early works to 1800.,"Below imprint in square brackets: Price one shilling.; Dated from booksellers' catalogue bound with copy catalogued (ESTC T112166); In this edition the 13th line of the title ends intelli-"" in another undated edition (ESTC T498261) it ends ""intelligible"". In this edition the ""B"" of signature B2 is under the ""n"" of ""distend."" in the other editon it is under the ""old"" of ""cold; "".; Frontis.""",active 1763,Scientific/Scholarly,,
DB MI Categories.csv,T162384,"Melverley and Shrawardine inundations in com' Salop. Charge 1347l. and upwards. To be collected from house to house throughout the counties of Salop, Stafford, Chester, Worcester, and Hereford",Great Britain.,Charles Eyre; William Strahan,,L,,On verso: Clause in Act of Parliament 4 and 5 Queen Anne against farming of briefs.,Sovereign (1760-1820 : George III),Legal,,
DB MI Categories.csv,T162462,"A catalogue of all the neat and genuine household furniture, some jewels, watches, plate, china, wearing apparel, books, &c. of Mr. Taylor ... will be sold by auction, by Mr. Christie ... on Monday next, the 25th of February, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162463,"A catalogue of all the neat and genuine houshold furniture, plate, china ... of Colonel Sorrell ... which will be sold by auction by Mr. Christie ... on Thursday the 30th of May, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162465,"A catalogue of all the neat and genuine houshold furniture, plate, china, &c. of Mr. Bradley ... which will be sold by auction, by Mr. Christie ... on Wednesday the 25th and Thursday the 26th of September, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162486,"A catalogue of all the genuine household furniture, plate, linen, china, and other effects of Mrs. Galpin ... the whole whereof will be sold by auction by Mr. Christie ... on Wednesday next, February 27, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162489,"A catalogue of all the genuine houshold furniture of Mrs. Wiggans, ... which will be sold by auction, by Mr. Christie ... on Thursday, July 18, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162494,"A catalogue of an elegant table service ... of a gentleman going abroad ... which will be sold by auction, by Mr. Christie ... on Friday, June 14, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162506,"A catalogue of all the valuable stock in trade of Mrs. Ducket ... will be sold by auction, by Mr. Christie ... on Monday, the 4th of March, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162529,"A catalogue of all the stock in trade of Mr. John Dobyns ... which will be sold by auction, by Mr. Christie, on Monday and Tuesday, January 21 and 22, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162932,"The dominie depos'd. Or some reflections on his intrigue with a young lass, and what happened thereupon. Intermix'd with advice to all precentors, and dominies. By William Forbes, ... With the sequel. To which is added, The monk and the miller's wi","Forbes, William, school-master.",,,E,,Vertical chain lines.; Verse.,,Literary,,
DB MI Categories.csv,T163157,"A catalogue of the genuine and entire collection of shells, corals, ores, minerals, petrefactions, ... of an eminent collector, lately deceased, which will be sold by auction by Mr. Christie ... on Monday the 3d day of June 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163158,"A catalogue of the genuine and entire collection of Italian, French, Flemish, and Dutch pictures of Mr. Nicholas Sprimont ... which will be sold by auction, by Mr. Christie ... on Tuesday, the 26th of March, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163163,"A catalogue of the genuine and elegant houshold furniture, fine Seve and oriental china, ... of Edward Holden Cruttenden, ... which will be sold by auction, by Mr. Christie ... on Tuesday, July 30, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163195,"A catalogue of the genuine and neat houshold furniture, near 500 oz. of plate, china, some books ... of Mrs. Redcliff, deceased ... which will be sold by auction, by Mr. Christie ... on Monday, April 29, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163196,"A catalogue of the genuine and neat houshold furniture, plate, china, and other effects ... of Sir Francis Barnard, Bart. ... which will be sold by auction, by Mr. Christie ... on Wednesday, May 15, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163197,"A catalogue of the genuine and neat houshold furniture, plate, china, table, and bed linen, &c. of Mr. John Richardson ... which will be sold by auction, by Mr. Christie ... on Tuesday and Wednesday the 23d and 24th July 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163198,"A catalogue of the genuine and neat houshold furniture, china, an excellent fire engine ... of Lady Williams Wynn ... which will be sold by auction, by Mr. Christie, ... on Friday and Saturday, the 26th and 27th of July, 1771.","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163218,"A catalogue of the genuine and neat houshold furniture, china and other effects of George Dempster, ... which will be sold by auction, by Mr. Christie, ... on Wednesday, July 17, 1771.","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163219,"A catalogue of the genuine and neat houshold furniture, china, fine old port, some fire arms, &c. of John Walter, ... which will be sold by auction, by Mr. Christie ... on Friday and Saturday next, the 18th and 19th of October, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163220,"A catalogue of the genuine and neat houshold furniture, useful and ornamental china ... being the property of Col. Burgoyne ... which will be sold by auction, by Mr. Christie ... on Saturday, June 8, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163221,"A catalogue of the genuine and neat houshold furniture, useful and ornamental china ... of a gentleman ... which will be sold by auction, by Mr. Christie ... on Wednesday and Thursday the 9th and 10th of October, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163222,"A catalogue of the genuine and neat houshold furniture, china and other effects of a gentleman ... which will be sold by auction, by Mr. Christie ... on Friday, July 26, 1771.","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163223,"A catalogue of the genuine and neat houshold furniture, some china, and other effects, of a gentleman ... which will be sold by auction, by Mr. Christie ... on Tuesday the 4th of June, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163224,"A catalogue of the genuine and neat household furniture, china, and other effects of Walter Weldon, ... which will be sold by auction, by Mr. Christie ... on Friday, the 8th of March, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163252,"Catalogue of the genuine and neat household furniture ... of the Hon. James Hamilton ... which will be sold by auction by Mr. Christie ... on Wednesday, the 2d. of January, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163253,"A catalogue of the genuine and neat household furniture, china, wearing apparel, and other effects, of Mrs. Bowden ... which will be sold by auction, by Mr. Christie, ... on Monday and Tuesday, the 11th and 12th of March, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163254,"A catalogue of the genuine and neat household furniture ... of Mr. Robert Ewin ... which will be sold by auction, by Mr. Christie ... on Monday the 18th of March, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163255,"A catalogue of the genuine and neat household furniture, plate, china, a fire-engine, and other effects of Mr. Edward Chapman Bird ... also the remaining stock in trade of Mr. Smyth, of Compton Street ... the whole of which will be sold by auction,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163256,"A catalogue of the genuine and neat household furniture, china, a harpsichord, and other effects of a lady ... which will be sold by auction, by Mr. Christie ... on Thursday, the 21st of March, 1771.","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163308,"A catalogue of the genuine houshold furniture, &c. of Mrs. Pemberton ... which will be sold by auction, by Mr. Christie ... on Wednesday, August 7, 1771.","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163309,"A catalogue of the genuine houshold furniture of Mr. Sullivan ... which will be sold by auction, by Mr. Christie ... on Wednesday, August 28, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163310,"A catalogue of the genuine houshold furniture, china, fittings of the coffee room ... of Mr. Bateman ... which will be sold by auction, by Mr. Christie ... on Friday and Saturday the 4th and 5th of October, 1771.","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T163359,"A catalogue of the genuine houshold furniture, some china and other effects of Mrs. Pringle ... which will be sold by auction by Mr. Christie ... on Wednesday, June 19, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
